type,value,article_count,sources
cves,CVE-2026-84561,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84560,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84559,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84558,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84556,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84555,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84554,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84553,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84552,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84551,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84550,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84549,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84548,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84544,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84543,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84541,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84540,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84538,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84537,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84536,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84535,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84534,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84533,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84532,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84531,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84530,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84527,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84526,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84525,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84524,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84523,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84522,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84521,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84520,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84519,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84518,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84517,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84516,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84515,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84514,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84513,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84512,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84511,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84510,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84509,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84507,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84506,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84505,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84497,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84492,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84491,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84489,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84487,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-84403,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-84400,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-08
cves,CVE-2026-84399,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-84398,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-08
cves,CVE-2026-83549,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-83548,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-82716,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-82708,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-82585,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-82567,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-03
cves,CVE-2026-82566,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-82078,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-81861,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-04
cves,CVE-2026-81855,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-02
cves,CVE-2026-81630,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-81578,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-81321,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-08
cves,CVE-2026-81305,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-08
cves,CVE-2026-80465,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-06
cves,CVE-2026-79959,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-78225,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-02
cves,CVE-2026-77967,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-77960,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-01
cves,CVE-2026-76461,1,https://www.rapid7.com/blog/post/etr-cve-2026-76461-critical-cisco-secure-email-gateway-vulnerability-exploited-in-the-wild
cves,CVE-2026-76460,1,https://www.cisa.gov/news-events/alerts/2026/09/16/cisa-adds-two-known-exploited-vulnerabilities-catalog
cves,CVE-2026-75604,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-75558,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-267-01
cves,CVE-2026-73807,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-03
cves,CVE-2026-73570,1,https://www.rapid7.com/blog/post/ve-business-email-compromise-rewriting-reality-zimbra-cve
cves,CVE-2026-68953,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-68950,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-68070,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-67367,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-07
cves,CVE-2026-66890,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-66887,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-66372,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-01
cves,CVE-2026-65415,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65413,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65412,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65411,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65410,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65409,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65408,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65407,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65406,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65405,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65404,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65403,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65402,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65401,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65400,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65399,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65398,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65395,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65393,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65391,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65390,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65383,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65382,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65381,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65380,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65378,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65377,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65376,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65375,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65374,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65371,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65369,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65365,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65364,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65362,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65361,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65360,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65359,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65358,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65354,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65349,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65348,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65347,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65346,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65345,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65344,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65343,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65342,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65341,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65339,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65338,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65334,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65331,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-65329,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64790,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64788,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64787,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64784,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64782,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64781,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64780,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64779,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64778,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64761,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64760,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64758,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64756,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64753,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64752,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64736,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64718,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64715,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64714,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-64712,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-63077,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-62654,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62653,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62652,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62650,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62649,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62648,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62647,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62646,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-62645,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-05
cves,CVE-2026-58113,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-258-07
cves,CVE-2026-53266,1,https://www.cisa.gov/news-events/alerts/2026/09/18/cisa-adds-two-known-exploited-vulnerabilities-catalog
cves,CVE-2026-50093,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-03
cves,CVE-2026-48558,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-43794,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43791,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43790,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43789,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43788,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43787,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43786,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43785,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43763,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43760,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43743,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43741,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43738,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43737,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43719,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43715,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43702,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43698,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43697,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43696,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43695,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43692,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43691,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43690,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43689,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43688,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43687,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43686,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43684,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43683,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43677,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43674,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43664,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-43661,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-42018,1,https://www.cisa.gov/news-events/alerts/2026/09/11/cisa-adds-three-known-exploited-vulnerabilities-catalog
cves,CVE-2026-42016,1,https://www.cisa.gov/news-events/alerts/2026/09/11/cisa-adds-three-known-exploited-vulnerabilities-catalog
cves,CVE-2026-34979,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-34223,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-05
cves,CVE-2026-31431,2,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-06 | https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-04
cves,CVE-2026-28969,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28968,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28966,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28937,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28935,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28934,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28930,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-28899,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-23744,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-20929,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-20683,1,https://isc.sans.edu/diary/rss/33336
cves,CVE-2026-20316,1,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/
cves,CVE-2026-20079,3,https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/ | https://thehackernews.com/2026/09/cisco-fmc-flaws-exploited-to-steal.html | https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-19295,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2026-18963,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-265-06
cves,CVE-2026-15688,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-02
cves,CVE-2026-13348,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-07
cves,CVE-2026-13337,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05
cves,CVE-2026-13336,1,https://www.cisa.gov/news-events/ics-advisories/icsa-26-260-05
cves,CVE-2025-66516,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2025-54988,1,https://www.rapid7.com/blog/post/pt-metasploit-wrap-up-goes-to-sixteen
cves,CVE-2025-39964,1,https://www.cisa.gov/news-events/alerts/2026/09/18/cisa-adds-two-known-exploited-vulnerabilities-catalog
